series_reference,period,data_value,suppressed,status,units,magnitude,subject,groupe,series_title_1,series_title_2,series_title_3
BDCQ.SEA2ST,2011.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2011.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2012.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2012.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2012.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2012.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2013.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2013.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2013.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2013.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2014.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2014.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2014.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2014.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2015.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2015.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2015.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2015.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2016.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2016.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2016.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2016.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2017.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2017.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2017.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2017.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2018.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2018.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2018.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2018.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2019.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2019.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2019.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2019.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2020.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2020.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2020.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ST,2020.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Other Services,Trend
BDCQ.SEA2ZA,2011.06,20722.44867,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2011.09,20975.95247,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2011.12,21944.57116,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2012.03,21065.34542,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2012.06,21731.67835,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2012.09,21816.48762,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2012.12,22997.31704,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2013.03,21751.66934,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2013.06,22563.33774,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2013.09,22700.32521,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2013.12,24264.7089,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2014.03,22587.54401,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2014.06,23744.66259,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2014.09,24191.17297,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2014.12,25541.32615,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2015.03,23779.38164,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2015.06,24965.06024,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2015.09,25698.93771,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2015.12,26393.57133,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2016.03,25802.99249,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2016.06,26295.07245,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2016.09,26556.5594,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2016.12,27806.66677,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2017.03,26928.10839,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2017.06,27929.29561,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2017.09,28194.06958,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2017.12,29809.74264,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2018.03,28534.83701,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2018.06,29755.00038,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2018.09,30010.43282,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2018.12,31968.57063,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2019.03,29795.08794,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2019.06,31494.84333,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2019.09,31799.5785,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2019.12,34468.44126,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2020.03,31708.30942,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2020.06,31739.08742,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2020.09,33590.95346,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2020.12,34084.52558,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2021.03,33832.78137,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2021.06,34939.77966,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2021.09,35708.4436,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2021.12,37856.29539,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2022.03,37128.179759,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZA,2022.06,38353.307314,,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Actual
BDCQ.SEA2ZS,2011.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2011.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2011.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2012.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2012.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2012.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2012.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2013.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2013.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2013.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2013.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2014.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2014.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2014.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2014.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2015.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2015.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2015.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2015.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2016.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2016.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2016.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2016.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2017.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2017.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2017.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2017.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2018.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2018.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2018.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2018.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2019.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2019.06,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2019.09,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2019.12,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2020.03,,Y,R,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2020.06,,Y,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2020.09,,Y,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZS,2020.12,,Y,F,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Seasonally adjusted
BDCQ.SEA2ZT,2011.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2011.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2011.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2012.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2012.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2012.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2012.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2013.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2013.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2013.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2013.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2014.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2014.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2014.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2014.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2015.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2015.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2015.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2015.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2016.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2016.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2016.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2016.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2017.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2017.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2017.09,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2017.12,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2018.03,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
BDCQ.SEA2ZT,2018.06,,Y,C,Value,6,Business Data Collection - BDC,Industry by employment variable,Total earnings,Total Industry,Trend
